VIDEOA,DESCA,VIDEOB,DESCB,VIDEOC,DESCC,VIDEOD,DESCD,VIDEOE,DESCE
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143343.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143357.mp4,"The red block right of the plate and behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143412.mp4,"The red block behind the cup and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143426.mp4,"That red block behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143440.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143454.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143508.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143522.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143536.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143550.mp4,"This purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143607.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143622.mp4,"The red block left of the other red block and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143636.mp4,"The red block left of the plate and left of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143650.mp4,"That red block left of the plate and left of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143704.mp4,"This red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143718.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143732.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143746.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143801.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143814.mp4,"That purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143829.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143842.mp4,"The green block behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143856.mp4,"The green block behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143911.mp4,"That green block behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143925.mp4,"That green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143939.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143953.mp4,"The green block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144007.mp4,"The green block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144022.mp4,"That green block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144036.mp4,"That green block right of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144050.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144104.mp4,"The red block behind the purple block and right of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144118.mp4,"The red block right of the other red block and behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144133.mp4,"That red block right of the other red block and behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144147.mp4,"That red block behind the purple block and right of the other red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144201.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144216.mp4,"The purple block left of the plate and in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144230.mp4,"The purple block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144244.mp4,"This purple block left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-144258.mp4,"This purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145324.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145340.mp4,"The red block right of the green block and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145354.mp4,"The red block right of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145408.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145422.mp4,"That red block in front of the plate and right of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145436.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145450.mp4,"The purple block right of the plate and right of the other purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145504.mp4,"The purple block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145518.mp4,"That purple block right of the other purple block and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145532.mp4,"That purple block right of the plate and right of the other purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145546.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145601.mp4,"The green block left of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145615.mp4,"The green block left of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145629.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145643.mp4,"That green block left of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145657.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145711.mp4,"The green block right of the cup and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145725.mp4,"The green block right of the cup and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145739.mp4,"This green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145753.mp4,"That green block in front of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145807.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145821.mp4,"The red block left of the knife and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145835.mp4,"The red block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145849.mp4,"This red block in front of the plate and left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145904.mp4,"This red block in front of the plate and left of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145918.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145932.mp4,"The purple block left of the other purple block and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-145946.mp4,"The purple block left of the plate and left of the other purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150001.mp4,"That purple block left of the plate and left of the other purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150015.mp4,"That purple block left of the other purple block and left of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150033.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150047.mp4,"The red block right of the other red block and behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150102.mp4,"The red block right of the other red block and behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150116.mp4,"That red block behind the purple block and right of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150130.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150145.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150158.mp4,"The purple block in front of the red block and right of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150213.mp4,"The purple block in front of the red block, in front of the green block and right of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150227.mp4,"This purple block right of the green block and in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150241.mp4,"This purple block in front of the red block and right of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150256.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150309.mp4,"The green block left of the purple block and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150324.mp4,"The green block left of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150338.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150352.mp4,"This green block left of the purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150406.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150420.mp4,"The green block right of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150434.mp4,"The green block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150448.mp4,"That green block right of the plate, right of the purple block and behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150503.mp4,"That green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150517.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150530.mp4,"The red block in front of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150545.mp4,"The red block left of the other red block and in front of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150559.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150613.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150627.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150641.mp4,"The purple block left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150655.mp4,"The purple block behind the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150709.mp4,"That purple block left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-150723.mp4,"That purple block behind the red block and left of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152403.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152419.mp4,"The red block behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152433.mp4,"The red block behind the cup, behind the other red block and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152447.mp4,"That red block behind the knife, behind the cup and left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152501.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152514.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152528.mp4,"The purple block left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152542.mp4,"The purple block touching the red block, behind the red block and left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152556.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152610.mp4,"That purple block behind the red block, right of the plate and left of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152624.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152638.mp4,"The green block right of the red block and right of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152652.mp4,"The green block behind the purple block and right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152706.mp4,"That green block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152720.mp4,"That green block right of the plate, behind the purple block and right of the purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152734.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152747.mp4,"The green block in front of the cup and left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152801.mp4,"The green block in front of the cup and left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152815.mp4,"That green block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152829.mp4,"That green block left of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152843.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152856.mp4,"The red block in front of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152910.mp4,"The red block in front of the other red block, in front of the purple block and right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152925.mp4,"That red block in front of the other red block and in front of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152939.mp4,"This red block right of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-152953.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153006.mp4,"The purple block in front of the green block and right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153021.mp4,"The purple block in front of the green block and right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153035.mp4,"That purple block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153049.mp4,"That purple block in front of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153106.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153120.mp4,"The red block behind the plate and left of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153134.mp4,"The red block left of the purple block and behind the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153149.mp4,"This red block left of the purple block and behind the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153203.mp4,"That red block left of the purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153217.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153230.mp4,"The purple block right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153244.mp4,"The purple block right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153258.mp4,"That purple block right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153312.mp4,"This purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153326.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153340.mp4,"The green block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153354.mp4,"The green block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153408.mp4,"That green block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153422.mp4,"This green block in front of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153436.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153450.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153503.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153517.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153531.mp4,"That green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153545.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153558.mp4,"The red block behind the green block and left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153613.mp4,"The red block left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153627.mp4,"That red block left of the purple block and behind the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153641.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153655.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153708.mp4,"The purple block behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153722.mp4,"The purple block behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153736.mp4,"That purple block behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153750.mp4,"That purple block behind the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153807.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153821.mp4,"The red block right of the plate, in front of the other red block and in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153836.mp4,"The red block right of the plate and in front of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153850.mp4,"That red block right of the plate and in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153904.mp4,"This red block in front of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153918.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153932.mp4,"The purple block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-153946.mp4,"The purple block in front of the cup and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154000.mp4,"That purple block in front of the plate and in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154014.mp4,"This purple block in front of the cup and in front of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154028.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154042.mp4,"The green block behind the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154056.mp4,"The green block behind the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154110.mp4,"That green block behind the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154124.mp4,"That green block behind the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154138.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154152.mp4,"The green block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154206.mp4,"The green block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154219.mp4,"This green block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154233.mp4,"This green block left of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154247.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154301.mp4,"The red block right of the knife and behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154315.mp4,"The red block touching the green block and behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154329.mp4,"That red block right of the knife and behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154344.mp4,"That red block behind the other red block, touching the green block and right of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154358.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154411.mp4,"The purple block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154425.mp4,"The purple block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154439.mp4,"This purple block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-154453.mp4,"That purple block left of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155144.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155200.mp4,"The red block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155214.mp4,"The red block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155228.mp4,"That red block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155242.mp4,"That red block right of the cup and right of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155256.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155309.mp4,"The purple block left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155323.mp4,"The purple block left of the cup and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155337.mp4,"That purple block left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155351.mp4,"That purple block left of the cup and in front of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155406.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155419.mp4,"The green block left of the knife and left of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155433.mp4,"The green block left of the knife and left of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155447.mp4,"This green block behind the purple block and left of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155502.mp4,"That green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155516.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155529.mp4,"The green block in front of the knife and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155543.mp4,"The green block in front of the knife and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155558.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155611.mp4,"That green block in front of the knife and right of the other green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155626.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155640.mp4,"The red block behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155653.mp4,"The red block behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155708.mp4,"That red block behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155722.mp4,"That red block behind the purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155736.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155749.mp4,"The purple block in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155804.mp4,"The purple block in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155818.mp4,"That purple block in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155832.mp4,"That purple block in front of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155849.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155903.mp4,"The red block left of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155918.mp4,"The red block left of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155932.mp4,"That red block left of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-155946.mp4,"That red block left of the other red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160000.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160014.mp4,"The purple block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160028.mp4,"The purple block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160042.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160056.mp4,"That purple block in front of the other purple block and in front of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160110.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160124.mp4,"The green block left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160138.mp4,"The green block left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160152.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160206.mp4,"That green block left of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160220.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160234.mp4,"The green block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160248.mp4,"The green block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160302.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160316.mp4,"This green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160330.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160344.mp4,"The red block behind the green block and behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160358.mp4,"The red block behind the cup, right of the other red block and behind the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160412.mp4,"That red block behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160426.mp4,"That red block right of the other red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160440.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160454.mp4,"The purple block behind the other purple block and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160508.mp4,"The purple block behind the other purple block and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160523.mp4,"That purple block in front of the plate and behind the other purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160537.mp4,"This purple block in front of the plate and behind the other purple block."
